dateday,season,year,month,holiday,weekday,workingday,weather_condition,temperature,atemp,humidity,casual,registered,count,day_type,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment,temp_category,hum_category,rental_volume_category
2012-10-04,winter,1,october,0,thursday,1,mist,0.6575,0.607975,0.722917,891,6437,7328,weekday,88,5,5,5,555,Best Days,Warm,High Humidity,Very High Rentals
2012-10-05,winter,1,october,0,friday,1,clear,0.615,0.580187,0.6275,1516,6640,8156,weekday,87,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-10-06,winter,1,october,0,saturday,0,clear,0.554167,0.538521,0.664167,3031,4934,7965,weekend,86,5,5,5,555,Best Days,Warm,High Humidity,Very High Rentals
2012-10-07,winter,1,october,0,sunday,0,mist,0.415833,0.419813,0.708333,781,2729,3510,weekend,85,5,2,2,522,Regular Days,Mild,High Humidity,Medium Rentals
2012-10-08,winter,1,october,1,monday,0,mist,0.383333,0.387608,0.709583,874,4604,5478,weekday,84,5,4,4,544,Best Days,Mild,High Humidity,High Rentals
2012-10-09,winter,1,october,0,tuesday,1,mist,0.446667,0.438112,0.761667,601,5791,6392,weekday,83,5,4,4,544,Best Days,Mild,High Humidity,Very High Rentals
2012-10-10,winter,1,october,0,wednesday,1,clear,0.514167,0.503142,0.630833,780,6911,7691,weekday,82,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-10-11,winter,1,october,0,thursday,1,clear,0.435,0.431167,0.463333,834,6736,7570,weekday,81,5,5,5,555,Best Days,Mild,Medium Humidity,Very High Rentals
2012-10-12,winter,1,october,0,friday,1,clear,0.4375,0.433071,0.539167,1060,6222,7282,weekday,80,5,5,5,555,Best Days,Mild,Medium Humidity,Very High Rentals
2012-10-13,winter,1,october,0,saturday,0,clear,0.393333,0.391396,0.494583,2252,4857,7109,weekend,79,5,5,5,555,Best Days,Mild,Medium Humidity,Very High Rentals
2012-10-14,winter,1,october,0,sunday,0,clear,0.521667,0.508204,0.640417,2080,4559,6639,weekend,78,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-10-15,winter,1,october,0,monday,1,mist,0.561667,0.53915,0.7075,760,5115,5875,weekday,77,5,4,4,544,Best Days,Warm,High Humidity,High Rentals
2012-10-16,winter,1,october,0,tuesday,1,clear,0.468333,0.460846,0.558333,922,6612,7534,weekday,76,5,5,5,555,Best Days,Mild,Medium Humidity,Very High Rentals
2012-10-17,winter,1,october,0,wednesday,1,clear,0.455833,0.450108,0.692917,979,6482,7461,weekday,75,5,5,5,555,Best Days,Mild,High Humidity,Very High Rentals
2012-10-18,winter,1,october,0,thursday,1,mist,0.5225,0.512625,0.728333,1008,6501,7509,weekday,74,5,5,5,555,Best Days,Warm,High Humidity,Very High Rentals
2012-10-19,winter,1,october,0,friday,1,mist,0.563333,0.537896,0.815,753,4671,5424,weekday,73,5,4,4,544,Best Days,Warm,High Humidity,High Rentals
2012-10-20,winter,1,october,0,saturday,0,clear,0.484167,0.472842,0.572917,2806,5284,8090,weekend,72,5,5,5,555,Best Days,Mild,Medium Humidity,Very High Rentals
2012-10-21,winter,1,october,0,sunday,0,clear,0.464167,0.456429,0.51,2132,4692,6824,weekend,71,5,5,5,555,Best Days,Mild,Medium Humidity,Very High Rentals
2012-10-22,winter,1,october,0,monday,1,clear,0.4875,0.482942,0.568333,830,6228,7058,weekday,70,5,5,5,555,Best Days,Mild,Medium Humidity,Very High Rentals
2012-10-23,winter,1,october,0,tuesday,1,clear,0.544167,0.530304,0.641667,841,6625,7466,weekday,69,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-10-24,winter,1,october,0,wednesday,1,clear,0.5875,0.558721,0.63625,795,6898,7693,weekday,68,5,5,5,555,Best Days,Warm,Medium Humidity,Very High Rentals
2012-10-25,winter,1,october,0,thursday,1,mist,0.55,0.529688,0.800417,875,6484,7359,weekday,67,5,5,5,555,Best Days,Warm,High Humidity,Very High Rentals
2012-10-26,winter,1,october,0,friday,1,mist,0.545833,0.52275,0.807083,1182,6262,7444,weekday,66,5,5,5,555,Best Days,Warm,High Humidity,Very High Rentals
2012-10-27,winter,1,october,0,saturday,0,mist,0.53,0.515133,0.72,2643,5209,7852,weekend,65,5,5,5,555,Best Days,Warm,High Humidity,Very High Rentals
2012-10-28,winter,1,october,0,sunday,0,mist,0.4775,0.467771,0.694583,998,3461,4459,weekend,64,5,3,3,533,Good Days,Mild,High Humidity,Medium Rentals
2012-10-29,winter,1,october,0,monday,1,light rain,0.44,0.4394,0.88,2,20,22,weekday,63,5,1,1,511,Lost Days,Mild,High Humidity,Low Rentals
2012-10-30,winter,1,october,0,tuesday,1,mist,0.318182,0.309909,0.825455,87,1009,1096,weekday,62,5,1,1,511,Lost Days,Mild,High Humidity,Low Rentals
2012-10-31,winter,1,october,0,wednesday,1,mist,0.3575,0.3611,0.666667,419,5147,5566,weekday,61,5,4,4,544,Best Days,Mild,High Humidity,High Rentals
2012-11-01,winter,1,november,0,thursday,1,mist,0.365833,0.369942,0.581667,466,5520,5986,weekday,60,5,4,4,544,Best Days,Mild,Medium Humidity,Very High Rentals
2012-11-02,winter,1,november,0,friday,1,clear,0.355,0.356042,0.522083,618,5229,5847,weekday,59,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-03,winter,1,november,0,saturday,0,mist,0.343333,0.323846,0.49125,1029,4109,5138,weekend,58,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-04,winter,1,november,0,sunday,0,clear,0.325833,0.329538,0.532917,1201,3906,5107,weekend,57,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-05,winter,1,november,0,monday,1,clear,0.319167,0.308075,0.494167,378,4881,5259,weekday,56,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-06,winter,1,november,0,tuesday,1,clear,0.280833,0.281567,0.567083,466,5220,5686,weekday,55,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-07,winter,1,november,0,wednesday,1,mist,0.295833,0.274621,0.5475,326,4709,5035,weekday,54,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-08,winter,1,november,0,thursday,1,clear,0.352174,0.341891,0.333478,340,4975,5315,weekday,53,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-09,winter,1,november,0,friday,1,clear,0.361667,0.355413,0.540833,709,5283,5992,weekday,52,5,4,4,544,Best Days,Mild,Medium Humidity,Very High Rentals
2012-11-10,winter,1,november,0,saturday,0,clear,0.389167,0.393937,0.645417,2090,4446,6536,weekend,51,5,5,5,555,Best Days,Mild,Medium Humidity,Very High Rentals
2012-11-11,winter,1,november,0,sunday,0,clear,0.420833,0.421713,0.659167,2290,4562,6852,weekend,50,5,5,5,555,Best Days,Mild,Medium Humidity,Very High Rentals
2012-11-12,winter,1,november,1,monday,0,clear,0.485,0.475383,0.741667,1097,5172,6269,weekday,49,5,4,4,544,Best Days,Mild,High Humidity,Very High Rentals
2012-11-13,winter,1,november,0,tuesday,1,mist,0.343333,0.323225,0.662917,327,3767,4094,weekday,48,5,3,3,533,Good Days,Mild,High Humidity,Medium Rentals
2012-11-14,winter,1,november,0,wednesday,1,clear,0.289167,0.281563,0.552083,373,5122,5495,weekday,47,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-15,winter,1,november,0,thursday,1,mist,0.321667,0.324492,0.620417,320,5125,5445,weekday,46,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-16,winter,1,november,0,friday,1,clear,0.345,0.347204,0.524583,484,5214,5698,weekday,45,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-17,winter,1,november,0,saturday,0,clear,0.325,0.326383,0.545417,1313,4316,5629,weekend,44,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-18,winter,1,november,0,sunday,0,clear,0.3425,0.337746,0.692917,922,3747,4669,weekend,43,5,3,3,533,Good Days,Mild,High Humidity,High Rentals
2012-11-19,winter,1,november,0,monday,1,mist,0.380833,0.375621,0.623333,449,5050,5499,weekday,42,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-20,winter,1,november,0,tuesday,1,mist,0.374167,0.380667,0.685,534,5100,5634,weekday,41,5,4,4,544,Best Days,Mild,High Humidity,High Rentals
2012-11-21,winter,1,november,0,wednesday,1,clear,0.353333,0.364892,0.61375,615,4531,5146,weekday,40,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-22,winter,1,november,1,thursday,0,clear,0.34,0.350371,0.580417,955,1470,2425,weekday,39,5,1,1,511,Lost Days,Mild,Medium Humidity,Low Rentals
2012-11-23,winter,1,november,0,friday,1,clear,0.368333,0.378779,0.56875,1603,2307,3910,weekday,38,5,2,2,522,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-11-24,winter,1,november,0,saturday,0,clear,0.278333,0.248742,0.404583,532,1745,2277,weekend,37,5,1,1,511,Lost Days,Mild,Medium Humidity,Low Rentals
2012-11-25,winter,1,november,0,sunday,0,clear,0.245833,0.257583,0.468333,309,2115,2424,weekend,36,5,1,1,511,Lost Days,Mild,Medium Humidity,Low Rentals
2012-11-26,winter,1,november,0,monday,1,clear,0.313333,0.339004,0.535417,337,4750,5087,weekday,35,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-27,winter,1,november,0,tuesday,1,mist,0.291667,0.281558,0.786667,123,3836,3959,weekday,34,5,2,2,522,Regular Days,Mild,High Humidity,Medium Rentals
2012-11-28,winter,1,november,0,wednesday,1,clear,0.296667,0.289762,0.50625,198,5062,5260,weekday,33,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-29,winter,1,november,0,thursday,1,clear,0.28087,0.298422,0.555652,243,5080,5323,weekday,32,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-11-30,winter,1,november,0,friday,1,clear,0.298333,0.323867,0.649583,362,5306,5668,weekday,31,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-12-01,winter,1,december,0,saturday,0,mist,0.298333,0.316904,0.806667,951,4240,5191,weekend,30,5,4,4,544,Best Days,Mild,High Humidity,High Rentals
2012-12-02,winter,1,december,0,sunday,0,mist,0.3475,0.359208,0.823333,892,3757,4649,weekend,29,5,3,3,533,Good Days,Mild,High Humidity,High Rentals
2012-12-03,winter,1,december,0,monday,1,clear,0.4525,0.455796,0.7675,555,5679,6234,weekday,28,5,4,4,544,Best Days,Mild,High Humidity,Very High Rentals
2012-12-04,winter,1,december,0,tuesday,1,clear,0.475833,0.469054,0.73375,551,6055,6606,weekday,27,5,5,5,555,Best Days,Mild,High Humidity,Very High Rentals
2012-12-05,winter,1,december,0,wednesday,1,clear,0.438333,0.428012,0.485,331,5398,5729,weekday,26,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-12-06,winter,1,december,0,thursday,1,clear,0.255833,0.258204,0.50875,340,5035,5375,weekday,25,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-12-07,winter,1,december,0,friday,1,mist,0.320833,0.321958,0.764167,349,4659,5008,weekday,24,5,4,4,544,Best Days,Mild,High Humidity,High Rentals
2012-12-08,winter,1,december,0,saturday,0,mist,0.381667,0.389508,0.91125,1153,4429,5582,weekend,23,5,4,4,544,Best Days,Mild,High Humidity,High Rentals
2012-12-09,winter,1,december,0,sunday,0,mist,0.384167,0.390146,0.905417,441,2787,3228,weekend,22,5,2,2,522,Regular Days,Mild,High Humidity,Medium Rentals
2012-12-10,winter,1,december,0,monday,1,mist,0.435833,0.435575,0.925,329,4841,5170,weekday,21,5,4,4,544,Best Days,Mild,High Humidity,High Rentals
2012-12-11,winter,1,december,0,tuesday,1,mist,0.353333,0.338363,0.596667,282,5219,5501,weekday,20,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-12-12,winter,1,december,0,wednesday,1,mist,0.2975,0.297338,0.538333,310,5009,5319,weekday,19,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-12-13,winter,1,december,0,thursday,1,clear,0.295833,0.294188,0.485833,425,5107,5532,weekday,18,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-12-14,winter,1,december,0,friday,1,clear,0.281667,0.294192,0.642917,429,5182,5611,weekday,17,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-12-15,winter,1,december,0,saturday,0,clear,0.324167,0.338383,0.650417,767,4280,5047,weekend,16,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-12-16,winter,1,december,0,sunday,0,mist,0.3625,0.369938,0.83875,538,3248,3786,weekend,15,5,2,2,522,Regular Days,Mild,High Humidity,Medium Rentals
2012-12-17,winter,1,december,0,monday,1,mist,0.393333,0.4015,0.907083,212,4373,4585,weekday,14,5,3,3,533,Good Days,Mild,High Humidity,High Rentals
2012-12-18,winter,1,december,0,tuesday,1,clear,0.410833,0.409708,0.66625,433,5124,5557,weekday,13,5,4,4,544,Best Days,Mild,High Humidity,High Rentals
2012-12-19,winter,1,december,0,wednesday,1,clear,0.3325,0.342162,0.625417,333,4934,5267,weekday,12,5,4,4,544,Best Days,Mild,Medium Humidity,High Rentals
2012-12-20,winter,1,december,0,thursday,1,mist,0.33,0.335217,0.667917,314,3814,4128,weekday,11,5,3,3,533,Good Days,Mild,High Humidity,Medium Rentals
2012-12-21,spring,1,december,0,friday,1,mist,0.326667,0.301767,0.556667,221,3402,3623,weekday,10,5,2,2,522,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-12-22,spring,1,december,0,saturday,0,clear,0.265833,0.236113,0.44125,205,1544,1749,weekend,9,5,1,1,511,Lost Days,Mild,Medium Humidity,Low Rentals
2012-12-23,spring,1,december,0,sunday,0,clear,0.245833,0.259471,0.515417,408,1379,1787,weekend,8,5,1,1,511,Lost Days,Mild,Medium Humidity,Low Rentals
2012-12-24,spring,1,december,0,monday,1,mist,0.231304,0.2589,0.791304,174,746,920,weekday,7,5,1,1,511,Lost Days,Mild,High Humidity,Low Rentals
2012-12-25,spring,1,december,1,tuesday,0,mist,0.291304,0.294465,0.734783,440,573,1013,weekday,6,5,1,1,511,Lost Days,Mild,High Humidity,Low Rentals
2012-12-26,spring,1,december,0,wednesday,1,light rain,0.243333,0.220333,0.823333,9,432,441,weekday,5,5,1,1,511,Lost Days,Mild,High Humidity,Low Rentals
2012-12-27,spring,1,december,0,thursday,1,mist,0.254167,0.226642,0.652917,247,1867,2114,weekday,4,5,1,1,511,Lost Days,Mild,Medium Humidity,Low Rentals
2012-12-28,spring,1,december,0,friday,1,mist,0.253333,0.255046,0.59,644,2451,3095,weekday,3,5,2,2,522,Regular Days,Mild,Medium Humidity,Low Rentals
2012-12-29,spring,1,december,0,saturday,0,mist,0.253333,0.2424,0.752917,159,1182,1341,weekend,2,5,1,1,511,Lost Days,Mild,High Humidity,Low Rentals
2012-12-30,spring,1,december,0,sunday,0,clear,0.255833,0.2317,0.483333,364,1432,1796,weekend,1,5,1,1,511,Lost Days,Mild,Medium Humidity,Low Rentals
2012-12-31,spring,1,december,0,monday,1,mist,0.215833,0.223487,0.5775,439,2290,2729,weekday,0,5,2,2,522,Regular Days,Mild,Medium Humidity,Low Rentals
